date,price
9/9/2019,2.6275
6/9/2019,2.6155
5/9/2019,2.642
4/9/2019,2.595
3/9/2019,2.528
30/8/2019,2.557
29/8/2019,2.5775
28/8/2019,2.5645
27/8/2019,2.553
26/8/2019,2.55
23/8/2019,2.5375
22/8/2019,2.5535
21/8/2019,2.592
20/8/2019,2.584
19/8/2019,2.608
16/8/2019,2.595
15/8/2019,2.595
14/8/2019,2.592
13/8/2019,2.63
12/8/2019,2.585
9/8/2019,2.589
8/8/2019,2.6075
7/8/2019,2.565
6/8/2019,2.5575
5/8/2019,2.537
2/8/2019,2.5715
1/8/2019,2.6655
31/7/2019,2.666
30/7/2019,2.6785
29/7/2019,2.7175
26/7/2019,2.685
25/7/2019,2.7035
24/7/2019,2.712
23/7/2019,2.7
22/7/2019,2.722
19/7/2019,2.7525
18/7/2019,2.71
17/7/2019,2.71
16/7/2019,2.7
15/7/2019,2.711
12/7/2019,2.694
11/7/2019,2.6875
10/7/2019,2.694
9/7/2019,2.625
8/7/2019,2.659
5/7/2019,2.661
3/7/2019,2.683
2/7/2019,2.664
1/7/2019,2.6795
28/6/2019,2.7055
27/6/2019,2.7165
26/6/2019,2.711
25/6/2019,2.735
24/6/2019,2.705
21/6/2019,2.704
20/6/2019,2.712
19/6/2019,2.6805
18/6/2019,2.7025
17/6/2019,2.6465
14/6/2019,2.631
13/6/2019,2.6565
12/6/2019,2.654
11/6/2019,2.6715
10/6/2019,2.6615
7/6/2019,2.6275
6/6/2019,2.6505
5/6/2019,2.623
4/6/2019,2.6735
3/6/2019,2.65
31/5/2019,2.64
30/5/2019,2.6605
29/5/2019,2.664
28/5/2019,2.696
24/5/2019,2.6995
23/5/2019,2.6805
22/5/2019,2.678
21/5/2019,2.715
20/5/2019,2.726
17/5/2019,2.7385
16/5/2019,2.748
15/5/2019,2.743
14/5/2019,2.725
13/5/2019,2.719
10/5/2019,2.7745
9/5/2019,2.7715
8/5/2019,2.7745
7/5/2019,2.7855
6/5/2019,2.8295
3/5/2019,2.819
2/5/2019,2.7795
1/5/2019,2.8015
30/4/2019,2.9015
29/4/2019,2.897
26/4/2019,2.894
25/4/2019,2.8675
24/4/2019,2.916
23/4/2019,2.9
22/4/2019,2.908
18/4/2019,2.9265
17/4/2019,2.9735
16/4/2019,2.939
15/4/2019,2.935
12/4/2019,2.946
11/4/2019,2.887
10/4/2019,2.9255
9/4/2019,2.934
8/4/2019,2.9295
5/4/2019,2.8945
4/4/2019,2.91
3/4/2019,2.9485
2/4/2019,2.9055
1/4/2019,2.9245
29/3/2019,2.936
28/3/2019,2.8725
27/3/2019,2.863
26/3/2019,2.854
25/3/2019,2.8565
22/3/2019,2.8425
21/3/2019,2.906
20/3/2019,2.9155
19/3/2019,2.923
18/3/2019,2.909
15/3/2019,2.906
14/3/2019,2.8885
13/3/2019,2.9355
12/3/2019,2.9275
11/3/2019,2.901
8/3/2019,2.8935
7/3/2019,2.9105
6/3/2019,2.9185
5/3/2019,2.9335
4/3/2019,2.909
1/3/2019,2.932
28/2/2019,2.948
27/2/2019,2.959
26/2/2019,2.9505
25/2/2019,2.949
22/2/2019,2.948
21/2/2019,2.8985
20/2/2019,2.9205
19/2/2019,2.878
15/2/2019,2.8035
14/2/2019,2.774
13/2/2019,2.774
12/2/2019,2.772
11/2/2019,2.7915
8/2/2019,2.8105
7/2/2019,2.8285
6/2/2019,2.8365
5/2/2019,2.817
4/2/2019,2.7945
1/2/2019,2.773
31/1/2019,2.7845
30/1/2019,2.7675
29/1/2019,2.725
28/1/2019,2.68
25/1/2019,2.729
24/1/2019,2.6445
23/1/2019,2.6545
22/1/2019,2.6595
18/1/2019,2.719
17/1/2019,2.68
16/1/2019,2.6735
15/1/2019,2.6345
14/1/2019,2.6455
11/1/2019,2.662
10/1/2019,2.6375
9/1/2019,2.657
8/1/2019,2.656
7/1/2019,2.637
4/1/2019,2.6475
3/1/2019,2.568
2/1/2019,2.623
31/12/2018,2.631
28/12/2018,2.6815
27/12/2018,2.668
26/12/2018,2.7
24/12/2018,2.661
21/12/2018,2.674
20/12/2018,2.6965
19/12/2018,2.716
18/12/2018,2.6645
17/12/2018,2.7545
14/12/2018,2.7625
13/12/2018,2.767
12/12/2018,2.77
11/12/2018,2.767
10/12/2018,2.72
7/12/2018,2.7595
6/12/2018,2.743
5/12/2018,2.774
4/12/2018,2.759
3/12/2018,2.8095
30/11/2018,2.7875
29/11/2018,2.7895
28/11/2018,2.8135
27/11/2018,2.726
26/11/2018,2.773
23/11/2018,2.7855
21/11/2018,2.7945
20/11/2018,2.7765
19/11/2018,2.8065
16/11/2018,2.81
15/11/2018,2.7465
14/11/2018,2.71
13/11/2018,2.687
12/11/2018,2.678
9/11/2018,2.6845
8/11/2018,2.736
7/11/2018,2.7545
6/11/2018,2.7325
5/11/2018,2.756
2/11/2018,2.807
1/11/2018,2.7215
31/10/2018,2.659
30/10/2018,2.664
29/10/2018,2.7405
26/10/2018,2.741
25/10/2018,2.7545
24/10/2018,2.7575
23/10/2018,2.758
22/10/2018,2.7855
19/10/2018,2.778
18/10/2018,2.7465
17/10/2018,2.778
16/10/2018,2.7795
15/10/2018,2.7805
12/10/2018,2.8005
11/10/2018,2.803
10/10/2018,2.7805
9/10/2018,2.8065
8/10/2018,2.755
5/10/2018,2.763
4/10/2018,2.7775
3/10/2018,2.834
2/10/2018,2.8065
1/10/2018,2.7875
28/9/2018,2.805
27/9/2018,2.7645
26/9/2018,2.828
25/9/2018,2.8235
24/9/2018,2.836
21/9/2018,2.8575
20/9/2018,2.74
19/9/2018,2.71
18/9/2018,2.7305
17/9/2018,2.651
14/9/2018,2.646
13/9/2018,2.683
12/9/2018,2.676
11/9/2018,2.6215
10/9/2018,2.628
7/9/2018,2.6225
6/9/2018,2.6365
5/9/2018,2.61
4/9/2018,2.602
31/8/2018,2.671
30/8/2018,2.7175
29/8/2018,2.7365
28/8/2018,2.734
27/8/2018,2.732
24/8/2018,2.723
23/8/2018,2.6775
22/8/2018,2.6935
21/8/2018,2.7115
20/8/2018,2.686
17/8/2018,2.6475
16/8/2018,2.6165
15/8/2018,2.56
14/8/2018,2.6755
13/8/2018,2.731
10/8/2018,2.7425
9/8/2018,2.7655
8/8/2018,2.751
7/8/2018,2.752
6/8/2018,2.721
3/8/2018,2.7635
2/8/2018,2.727
1/8/2018,2.7475
31/7/2018,2.8315
30/7/2018,2.792
27/7/2018,2.802
26/7/2018,2.804
25/7/2018,2.8175
24/7/2018,2.8105
23/7/2018,2.737
20/7/2018,2.756
19/7/2018,2.6955
18/7/2018,2.76
17/7/2018,2.747
16/7/2018,2.757
13/7/2018,2.7755
12/7/2018,2.777
11/7/2018,2.7435
10/7/2018,2.8395
9/7/2018,2.85
6/7/2018,2.824
5/7/2018,2.826
3/7/2018,2.917
2/7/2018,2.944
29/6/2018,2.966
28/6/2018,2.9715
27/6/2018,3.0075
26/6/2018,3.0155
25/6/2018,3.0095
22/6/2018,3.049
21/6/2018,3.0435
20/6/2018,3.062
19/6/2018,3.07
18/6/2018,3.1065
15/6/2018,3.1445
14/6/2018,3.222
13/6/2018,3.254
12/6/2018,3.2495
11/6/2018,3.257
8/6/2018,3.3
7/6/2018,3.275
6/6/2018,3.262
5/6/2018,3.1985
4/6/2018,3.1345
1/6/2018,3.0985
31/5/2018,3.065
30/5/2018,3.069
29/5/2018,3.0625
25/5/2018,3.0775
24/5/2018,3.096
23/5/2018,3.0705
22/5/2018,3.132
21/5/2018,3.0985
18/5/2018,3.0635
17/5/2018,3.089
16/5/2018,3.0705
15/5/2018,3.056
14/5/2018,3.093
11/5/2018,3.1115
10/5/2018,3.11
9/5/2018,3.0575
8/5/2018,3.059
7/5/2018,3.079
4/5/2018,3.0855
3/5/2018,3.0805
2/5/2018,3.0685
1/5/2018,3.0375
30/4/2018,3.074
27/4/2018,3.0695
26/4/2018,3.138
25/4/2018,3.1575
24/4/2018,3.164
23/4/2018,3.1315
20/4/2018,3.1555
19/4/2018,3.154
18/4/2018,3.1815
17/4/2018,3.0795
16/4/2018,3.0955
13/4/2018,3.071
12/4/2018,3.0635
11/4/2018,3.117
10/4/2018,3.137
9/4/2018,3.077
6/4/2018,3.0585
5/4/2018,3.0745
4/4/2018,3.0105
3/4/2018,3.0635
2/4/2018,3.05
29/3/2018,3.0255
28/3/2018,3.002
27/3/2018,3.0005
26/3/2018,2.97
23/3/2018,2.993
22/3/2018,3.02
21/3/2018,3.0585
20/3/2018,3.038
19/3/2018,3.082
16/3/2018,3.1075
15/3/2018,3.1275
14/3/2018,3.1585
13/3/2018,3.138
12/3/2018,3.124
9/3/2018,3.136
8/3/2018,3.079
7/3/2018,3.136
6/3/2018,3.159
5/3/2018,3.128
2/3/2018,3.1245
1/3/2018,3.123
28/2/2018,3.1325
27/2/2018,3.1575
26/2/2018,3.2245
23/2/2018,3.233
22/2/2018,3.2615
21/2/2018,3.237
20/2/2018,3.2135
16/2/2018,3.2685
15/2/2018,3.2455
14/2/2018,3.236
13/2/2018,3.1625
12/2/2018,3.0865
9/2/2018,3.0335
8/2/2018,3.082
7/2/2018,3.0875
6/2/2018,3.189
5/2/2018,3.221
2/2/2018,3.1875
1/2/2018,3.209
31/1/2018,3.1955
30/1/2018,3.189
29/1/2018,3.194
26/1/2018,3.199
25/1/2018,3.2165
24/1/2018,3.2285
23/1/2018,3.111
22/1/2018,3.1985
19/1/2018,3.1875
18/1/2018,3.199
17/1/2018,3.189
16/1/2018,3.2195
12/1/2018,3.2185
11/1/2018,3.233
10/1/2018,3.2355
9/1/2018,3.216
8/1/2018,3.224
5/1/2018,3.2295
4/1/2018,3.263
3/1/2018,3.2575
2/1/2018,3.278
29/12/2017,3.3005
28/12/2017,3.3085
27/12/2017,3.284
26/12/2017,3.2805
22/12/2017,3.2385
21/12/2017,3.2195
20/12/2017,3.196
19/12/2017,3.1515
18/12/2017,3.146
15/12/2017,3.1345
14/12/2017,3.0725
13/12/2017,3.0535
12/12/2017,3.023
11/12/2017,3.0115
8/12/2017,2.9785
7/12/2017,2.9645
6/12/2017,2.9615
5/12/2017,2.946
4/12/2017,3.09
1/12/2017,3.0925
30/11/2017,3.064
29/11/2017,3.0685
28/11/2017,3.0985
27/11/2017,3.1575
24/11/2017,3.1915
22/11/2017,3.159
21/11/2017,3.1505
20/11/2017,3.1155
17/11/2017,3.091
16/11/2017,3.048
15/11/2017,3.0545
14/11/2017,3.065
13/11/2017,3.1165
10/11/2017,3.076
9/11/2017,3.086
8/11/2017,3.0995
7/11/2017,3.089
6/11/2017,3.1575
3/11/2017,3.1175
2/11/2017,3.1435
1/11/2017,3.1425
31/10/2017,3.101
30/10/2017,3.112
27/10/2017,3.1035
26/10/2017,3.1775
25/10/2017,3.183
24/10/2017,3.198
23/10/2017,3.188
20/10/2017,3.1655
19/10/2017,3.1675
18/10/2017,3.178
17/10/2017,3.1955
16/10/2017,3.239
13/10/2017,3.1335
12/10/2017,3.12
11/10/2017,3.0955
10/10/2017,3.0605
9/10/2017,3.031
6/10/2017,3.029
5/10/2017,3.0465
4/10/2017,2.959
3/10/2017,2.9635
2/10/2017,2.9555
29/9/2017,2.955
28/9/2017,2.981
27/9/2017,2.9295
26/9/2017,2.919
25/9/2017,2.9375
22/9/2017,2.9445
21/9/2017,2.9345
20/9/2017,2.969
19/9/2017,2.9695
18/9/2017,2.969
15/9/2017,2.949
14/9/2017,2.9575
13/9/2017,2.981
12/9/2017,3.036
11/9/2017,3.066
8/9/2017,3.0415
7/9/2017,3.1435
6/9/2017,3.1515
5/9/2017,3.128
1/9/2017,3.118
31/8/2017,3.0985
30/8/2017,3.087
29/8/2017,3.1045
28/8/2017,3.086
25/8/2017,3.0565
24/8/2017,3.0565
23/8/2017,3.003
22/8/2017,3.0075
21/8/2017,3.0015
18/8/2017,2.9615
17/8/2017,2.938
16/8/2017,2.9535
15/8/2017,2.883
14/8/2017,2.9045
11/8/2017,2.912
10/8/2017,2.903
9/8/2017,2.927
8/8/2017,2.9425
7/8/2017,2.907
4/8/2017,2.885
3/8/2017,2.878
2/8/2017,2.8845
1/8/2017,2.881
31/7/2017,2.8915
28/7/2017,2.875
27/7/2017,2.8775
26/7/2017,2.872
25/7/2017,2.8465
24/7/2017,2.7365
21/7/2017,2.7225
20/7/2017,2.716
19/7/2017,2.7105
18/7/2017,2.7305
17/7/2017,2.724
14/7/2017,2.691
13/7/2017,2.6615
12/7/2017,2.684
11/7/2017,2.672
10/7/2017,2.6475
7/7/2017,2.647
6/7/2017,2.6615
5/7/2017,2.66
3/7/2017,2.693
30/6/2017,2.711
29/6/2017,2.6955
28/6/2017,2.676
27/6/2017,2.6615
26/6/2017,2.6385
23/6/2017,2.6345
22/6/2017,2.61
21/6/2017,2.615
20/6/2017,2.572
19/6/2017,2.606
16/6/2017,2.579
15/6/2017,2.5655
14/6/2017,2.5735
13/6/2017,2.5965
12/6/2017,2.6155
9/6/2017,2.6495
8/6/2017,2.6095
7/6/2017,2.5515
6/6/2017,2.547
5/6/2017,2.5575
2/6/2017,2.5745
1/6/2017,2.5875
31/5/2017,2.58
30/5/2017,2.564
26/5/2017,2.566
25/5/2017,2.5975
24/5/2017,2.5835
23/5/2017,2.596
22/5/2017,2.5955
19/5/2017,2.5815
18/5/2017,2.5315
17/5/2017,2.5465
16/5/2017,2.5505
15/5/2017,2.539
12/5/2017,2.524
11/5/2017,2.508
10/5/2017,2.4945
9/5/2017,2.498
8/5/2017,2.4935
5/5/2017,2.5285
4/5/2017,2.5115
3/5/2017,2.5435
2/5/2017,2.6355
1/5/2017,2.6605
28/4/2017,2.6075
27/4/2017,2.593
26/4/2017,2.6005
25/4/2017,2.591
24/4/2017,2.565
21/4/2017,2.551
20/4/2017,2.557
19/4/2017,2.549
18/4/2017,2.5405
17/4/2017,2.596
13/4/2017,2.5705
12/4/2017,2.545
11/4/2017,2.608
10/4/2017,2.604
7/4/2017,2.647
6/4/2017,2.658
5/4/2017,2.68
4/4/2017,2.612
3/4/2017,2.6035
31/3/2017,2.6525
30/3/2017,2.6715
29/3/2017,2.6775
28/3/2017,2.676
27/3/2017,2.632
24/3/2017,2.631
23/3/2017,2.6445
22/3/2017,2.6305
21/3/2017,2.6185
20/3/2017,2.667
17/3/2017,2.6915
16/3/2017,2.6775
15/3/2017,2.6565
14/3/2017,2.635
13/3/2017,2.6255
10/3/2017,2.595
9/3/2017,2.58
8/3/2017,2.6005
7/3/2017,2.6185
6/3/2017,2.652
3/3/2017,2.6965
2/3/2017,2.6905
1/3/2017,2.736
28/2/2017,2.714
27/2/2017,2.698
24/2/2017,2.696
23/2/2017,2.659
22/2/2017,2.746
21/2/2017,2.7575
17/2/2017,2.72
16/2/2017,2.7355
15/2/2017,2.7405
14/2/2017,2.737
13/2/2017,2.783
10/2/2017,2.768
9/2/2017,2.6535
8/2/2017,2.6665
7/2/2017,2.632
6/2/2017,2.6515
3/2/2017,2.616
2/2/2017,2.6855
1/2/2017,2.7115
31/1/2017,2.7275
30/1/2017,2.655
27/1/2017,2.6895
26/1/2017,2.673
25/1/2017,2.71
24/1/2017,2.7085
23/1/2017,2.6475
20/1/2017,2.625
19/1/2017,2.6105
18/1/2017,2.6165
17/1/2017,2.625
13/1/2017,2.69
12/1/2017,2.6715
11/1/2017,2.6105
10/1/2017,2.6125
9/1/2017,2.5385
6/1/2017,2.546
5/1/2017,2.5375
4/1/2017,2.5565
3/1/2017,2.489
30/12/2016,2.5055
29/12/2016,2.488
28/12/2016,2.5005
27/12/2016,2.5155
23/12/2016,2.479
22/12/2016,2.479
21/12/2016,2.497
20/12/2016,2.5025
19/12/2016,2.4995
16/12/2016,2.5645
15/12/2016,2.6005
14/12/2016,2.6045
13/12/2016,2.5985
12/12/2016,2.619
9/12/2016,2.6475
8/12/2016,2.626
7/12/2016,2.644
6/12/2016,2.68
5/12/2016,2.698
2/12/2016,2.625
1/12/2016,2.643
30/11/2016,2.633
29/11/2016,2.61
28/11/2016,2.6705
25/11/2016,2.6815
23/11/2016,2.6175
22/11/2016,2.556
21/11/2016,2.5275
18/11/2016,2.478
17/11/2016,2.502
16/11/2016,2.4675
15/11/2016,2.505
14/11/2016,2.521
11/11/2016,2.509
10/11/2016,2.551
9/11/2016,2.4595
8/11/2016,2.38
7/11/2016,2.3095
4/11/2016,2.265
3/11/2016,2.249
2/11/2016,2.2305
1/11/2016,2.229
31/10/2016,2.205
28/10/2016,2.1935
27/10/2016,2.1635
26/10/2016,2.1455
25/10/2016,2.1385
24/10/2016,2.093
21/10/2016,2.0885
20/10/2016,2.096
19/10/2016,2.1035
18/10/2016,2.1055
17/10/2016,2.107
14/10/2016,2.1105
13/10/2016,2.122
12/10/2016,2.1765
11/10/2016,2.1855
10/10/2016,2.1975
7/10/2016,2.1635
6/10/2016,2.1555
5/10/2016,2.1645
4/10/2016,2.167
3/10/2016,2.192
30/9/2016,2.2105
29/9/2016,2.19
28/9/2016,2.1875
27/9/2016,2.171
26/9/2016,2.1985
23/9/2016,2.201
22/9/2016,2.1945
21/9/2016,2.155
20/9/2016,2.165
19/9/2016,2.1565
16/9/2016,2.16
15/9/2016,2.1595
14/9/2016,2.155
13/9/2016,2.1015
12/9/2016,2.1
9/9/2016,2.0925
8/9/2016,2.1
7/9/2016,2.0975
6/9/2016,2.0975
2/9/2016,2.089
1/9/2016,2.0755
31/8/2016,2.0695
30/8/2016,2.069
29/8/2016,2.0745
26/8/2016,2.0785
25/8/2016,2.0765
24/8/2016,2.0765
23/8/2016,2.115
22/8/2016,2.14
19/8/2016,2.167
18/8/2016,2.1675
17/8/2016,2.152
16/8/2016,2.172
15/8/2016,2.1515
12/8/2016,2.14
11/8/2016,2.191
10/8/2016,2.171
9/8/2016,2.15
8/8/2016,2.165
5/8/2016,2.154
4/8/2016,2.174
3/8/2016,2.1985
2/8/2016,2.209
1/8/2016,2.1995
29/7/2016,2.2215
28/7/2016,2.209
27/7/2016,2.185
26/7/2016,2.2255
25/7/2016,2.217
22/7/2016,2.2355
21/7/2016,2.2585
20/7/2016,2.2585
19/7/2016,2.254
18/7/2016,2.263
15/7/2016,2.237
14/7/2016,2.2335
13/7/2016,2.243
12/7/2016,2.213
11/7/2016,2.1475
8/7/2016,2.119
7/7/2016,2.1235
6/7/2016,2.1535
5/7/2016,2.1835
1/7/2016,2.217
30/6/2016,2.1955
29/6/2016,2.186
28/6/2016,2.1755
27/6/2016,2.1255
24/6/2016,2.116
23/6/2016,2.1655
22/6/2016,2.136
21/6/2016,2.118
20/6/2016,2.093
17/6/2016,2.051
16/6/2016,2.048
15/6/2016,2.091
14/6/2016,2.0405
13/6/2016,2.0535
10/6/2016,2.0305
9/6/2016,2.039
8/6/2016,2.0615
7/6/2016,2.051
6/6/2016,2.1175
3/6/2016,2.113
2/6/2016,2.07
1/6/2016,2.073
31/5/2016,2.0955
27/5/2016,2.114
26/5/2016,2.1025
25/5/2016,2.1015
24/5/2016,2.0665
23/5/2016,2.055
20/5/2016,2.0555
19/5/2016,2.061
18/5/2016,2.0785
17/5/2016,2.089
16/5/2016,2.089
13/5/2016,2.074
12/5/2016,2.0745
11/5/2016,2.1035
10/5/2016,2.0925
9/5/2016,2.1065
6/5/2016,2.154
5/5/2016,2.154
4/5/2016,2.1865
3/5/2016,2.219
2/5/2016,2.2665
29/4/2016,2.2835
28/4/2016,2.2315
27/4/2016,2.2245
26/4/2016,2.2465
25/4/2016,2.256
22/4/2016,2.2685
21/4/2016,2.256
20/4/2016,2.2455
19/4/2016,2.2315
18/4/2016,2.173
15/4/2016,2.162
14/4/2016,2.171
13/4/2016,2.168
12/4/2016,2.147
11/4/2016,2.0905
8/4/2016,2.087
7/4/2016,2.0765
6/4/2016,2.1435
5/4/2016,2.138
4/4/2016,2.1405
1/4/2016,2.163
31/3/2016,2.183
30/3/2016,2.19
29/3/2016,2.214
28/3/2016,2.246
24/3/2016,2.229
23/3/2016,2.2355
22/3/2016,2.2895
21/3/2016,2.2925
18/3/2016,2.2825
17/3/2016,2.2925
16/3/2016,2.2925
15/3/2016,2.2335
14/3/2016,2.2395
11/3/2016,2.241
10/3/2016,2.22
9/3/2016,2.2325
8/3/2016,2.222
7/3/2016,2.2835
4/3/2016,2.2745
3/3/2016,2.2085
2/3/2016,2.181
1/3/2016,2.1455
29/2/2016,2.1325
26/2/2016,2.125
25/2/2016,2.073
24/2/2016,2.101
23/2/2016,2.109
22/2/2016,2.119
19/2/2016,2.0805
18/2/2016,2.0765
17/2/2016,2.079
16/2/2016,2.0565
12/2/2016,2.029
11/2/2016,2.0065
10/2/2016,2.027
9/2/2016,2.0395
8/2/2016,2.0905
5/2/2016,2.103
4/2/2016,2.1315
3/2/2016,2.095
2/2/2016,2.055
1/2/2016,2.0555
29/1/2016,2.067
28/1/2016,2.0515
27/1/2016,2.064
26/1/2016,2.0375
25/1/2016,1.998
22/1/2016,2.0025
21/1/2016,1.9965
20/1/2016,1.9595
19/1/2016,1.9775
15/1/2016,1.9435
14/1/2016,1.976
13/1/2016,1.956
12/1/2016,1.959
11/1/2016,1.9725
8/1/2016,2.022
7/1/2016,2.022
6/1/2016,2.088
5/1/2016,2.0955
4/1/2016,2.0795
31/12/2015,2.135
30/12/2015,2.142
29/12/2015,2.1365
28/12/2015,2.079
25/12/2015,2.124
24/12/2015,2.124
23/12/2015,2.1245
22/12/2015,2.1145
21/12/2015,2.14
18/12/2015,2.1125
17/12/2015,2.0435
16/12/2015,2.0715
15/12/2015,2.0565
14/12/2015,2.1115
11/12/2015,2.1165
10/12/2015,2.0725
9/12/2015,2.066
8/12/2015,2.054
7/12/2015,2.051
4/12/2015,2.079
3/12/2015,2.061
2/12/2015,2.033
1/12/2015,2.0715
30/11/2015,2.0485
27/11/2015,2.0575
26/11/2015,2.049
25/11/2015,2.049
24/11/2015,2.069
23/11/2015,2.0215
20/11/2015,2.0595
19/11/2015,2.083
18/11/2015,2.083
17/11/2015,2.1115
16/11/2015,2.1155
13/11/2015,2.168
12/11/2015,2.1725
11/11/2015,2.218
10/11/2015,2.2175
9/11/2015,2.23
6/11/2015,2.242
5/11/2015,2.255
4/11/2015,2.3225
3/11/2015,2.3305
2/11/2015,2.319
30/10/2015,2.3175
29/10/2015,2.321
28/10/2015,2.3625
27/10/2015,2.362
26/10/2015,2.357
23/10/2015,2.35
22/10/2015,2.3835
21/10/2015,2.3605
20/10/2015,2.3655
19/10/2015,2.3675
16/10/2015,2.4035
15/10/2015,2.423
14/10/2015,2.4155
13/10/2015,2.3875
12/10/2015,2.4155
9/10/2015,2.414
8/10/2015,2.343
7/10/2015,2.367
6/10/2015,2.355
5/10/2015,2.3555
2/10/2015,2.3255
1/10/2015,2.3045
30/9/2015,2.341
29/9/2015,2.2515
28/9/2015,2.2515
25/9/2015,2.2835
24/9/2015,2.3025
23/9/2015,2.2955
22/9/2015,2.2975
21/9/2015,2.3885
18/9/2015,2.386
17/9/2015,2.452
16/9/2015,2.452
15/9/2015,2.4265
14/9/2015,2.4055
11/9/2015,2.4535
10/9/2015,2.447
9/9/2015,2.4365
8/9/2015,2.434
7/9/2015,2.312
4/9/2015,2.312
3/9/2015,2.3845
2/9/2015,2.3295
1/9/2015,2.3015
31/8/2015,2.3375
28/8/2015,2.346
27/8/2015,2.3285
26/8/2015,2.235
25/8/2015,2.3005
24/8/2015,2.248
21/8/2015,2.2985
20/8/2015,2.3175
19/8/2015,2.2775
18/8/2015,2.286
17/8/2015,2.321
14/8/2015,2.3515
13/8/2015,2.353
12/8/2015,2.35
11/8/2015,2.3315
10/8/2015,2.4
7/8/2015,2.3325
6/8/2015,2.341
5/8/2015,2.3485
4/8/2015,2.362
3/8/2015,2.346
31/7/2015,2.3635
30/7/2015,2.377
29/7/2015,2.4075
28/7/2015,2.4025
27/7/2015,2.3535
24/7/2015,2.3825
23/7/2015,2.3855
22/7/2015,2.428
21/7/2015,2.4745
20/7/2015,2.4815
17/7/2015,2.496
16/7/2015,2.523
15/7/2015,2.5215
14/7/2015,2.535
13/7/2015,2.5445
10/7/2015,2.5375
9/7/2015,2.5515
8/7/2015,2.497
7/7/2015,2.4465
6/7/2015,2.538
3/7/2015,2.631
2/7/2015,2.631
1/7/2015,2.6305
30/6/2015,2.615
29/6/2015,2.6335
26/6/2015,2.6355
25/6/2015,2.6195
24/6/2015,2.624
23/6/2015,2.615
22/6/2015,2.571
19/6/2015,2.575
18/6/2015,2.6115
17/6/2015,2.6085
16/6/2015,2.6205
15/6/2015,2.65
12/6/2015,2.678
11/6/2015,2.669
10/6/2015,2.747
9/6/2015,2.714
8/6/2015,2.6965
5/6/2015,2.6925
4/6/2015,2.687
3/6/2015,2.7265
2/6/2015,2.736
1/6/2015,2.72
29/5/2015,2.728
28/5/2015,2.7675
27/5/2015,2.7685
26/5/2015,2.778
25/5/2015,2.811
22/5/2015,2.811
21/5/2015,2.8485
20/5/2015,2.829
19/5/2015,2.8375
18/5/2015,2.9065
15/5/2015,2.9245
14/5/2015,2.9235
13/5/2015,2.929
12/5/2015,2.9315
11/5/2015,2.903
8/5/2015,2.9205
7/5/2015,2.918
6/5/2015,2.926
5/5/2015,2.935
4/5/2015,2.9205
1/5/2015,2.9295
30/4/2015,2.8865
29/4/2015,2.799
28/4/2015,2.7865
27/4/2015,2.777
24/4/2015,2.753
23/4/2015,2.702
22/4/2015,2.677
21/4/2015,2.7055
20/4/2015,2.73
17/4/2015,2.77
16/4/2015,2.7675
15/4/2015,2.7095
14/4/2015,2.7
13/4/2015,2.719
10/4/2015,2.734
9/4/2015,2.729
8/4/2015,2.7315
7/4/2015,2.763
6/4/2015,2.717
3/4/2015,2.734
2/4/2015,2.734
1/4/2015,2.7485
31/3/2015,2.74
30/3/2015,2.7815
27/3/2015,2.7675
26/3/2015,2.811
25/3/2015,2.792
24/3/2015,2.803
23/3/2015,2.7895
20/3/2015,2.761
19/3/2015,2.66
18/3/2015,2.5705
17/3/2015,2.633
16/3/2015,2.6675
13/3/2015,2.6635
12/3/2015,2.6585
11/3/2015,2.606
10/3/2015,2.624
9/3/2015,2.6705
6/3/2015,2.609
5/3/2015,2.6525
4/3/2015,2.6595
3/3/2015,2.6565
2/3/2015,2.6975
27/2/2015,2.6915
26/2/2015,2.6945
25/2/2015,2.6435
24/2/2015,2.6395
23/2/2015,2.5865
20/2/2015,2.591
19/2/2015,2.6155
18/2/2015,2.61
17/2/2015,2.5815
16/2/2015,2.605
13/2/2015,2.605
12/2/2015,2.602
11/2/2015,2.541
10/2/2015,2.5515
9/2/2015,2.5805
6/2/2015,2.5855
5/2/2015,2.595
4/2/2015,2.591
3/2/2015,2.5815
2/2/2015,2.49
30/1/2015,2.4945
29/1/2015,2.4515
28/1/2015,2.4795
27/1/2015,2.4625
26/1/2015,2.543
23/1/2015,2.5015
22/1/2015,2.5785
21/1/2015,2.6125
20/1/2015,2.594
19/1/2015,2.617
16/1/2015,2.617
15/1/2015,2.558
14/1/2015,2.5055
13/1/2015,2.644
12/1/2015,2.7255
9/1/2015,2.7545
8/1/2015,2.7695
7/1/2015,2.7585
6/1/2015,2.767
5/1/2015,2.766
2/1/2015,2.8175
1/1/2015,2.8255
31/12/2014,2.8255
30/12/2014,2.854
29/12/2014,2.822
26/12/2014,2.814
25/12/2014,2.8535
24/12/2014,2.8535
23/12/2014,2.866
22/12/2014,2.8725
19/12/2014,2.8845
18/12/2014,2.8535
17/12/2014,2.8705
16/12/2014,2.8585
15/12/2014,2.8785
12/12/2014,2.934
11/12/2014,2.921
10/12/2014,2.893
9/12/2014,2.9275
8/12/2014,2.8855
5/12/2014,2.9025
4/12/2014,2.9145
3/12/2014,2.872
2/12/2014,2.8915
1/12/2014,2.898
28/11/2014,2.846
27/11/2014,2.9565
26/11/2014,2.9565
25/11/2014,2.9775
